SpikeMax,SpikeMin,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15,Lag16
,"{""SEPN1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AP1B1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TBC1D9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CRY2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SYTL4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""URM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NUTF2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DDX59"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC24A3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PPID"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF6"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MPND"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RECQL5"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MTMR14"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CIC"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IL22RA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CD81"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAGI3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FLNB"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ANKFY1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAST3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RNF216"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ACTR1B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SPDEF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PCNX3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PDE3B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SRRT"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HDAC3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TRPV1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ETS1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZBTB47"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BRPF3"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF274"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZSWIM8"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CDK9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CNPPD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RNF10"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF644"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GGT6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LIPA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZXDC"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CAMKK1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C15orf52"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ESYT1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TUBGCP3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC12A4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PLEKHM1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMEM55A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CHD8"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DDX1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LYSMD3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GGA1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NBL1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FYB1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RICTOR"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""WASHC2A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZBTB5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NHS"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MB21D1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ESAM"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SCD"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PDZD8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAN1A1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IL12RB1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PPP2R2D"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ACTN1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NASP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM168B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMC6"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NEU1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FPGS"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GLTSCR1L"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NOC2L"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM160A2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NCRNA00211"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GUSB"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GYS1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EZH1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MCL1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GGA2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ATXN7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DSG2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TRAPPC9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AGAP4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""XRN2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CHKB"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""WDR59"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SMG9"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PAK4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IRS2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CDK2AP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ATP2A3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KLF6"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPIA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ABHD16A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DHX36"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPSM2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMED10"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""XXbac-BPG299F13.17"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DERL1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM122A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP6-99M1.2"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SF3A3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SZRD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM83D"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""P4HA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ACAD8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SOCS1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AC013394.2"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MUC4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LSR"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PER1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IQGAP1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BCAR3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PADI2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPT2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EFNA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UBE2Q1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ACTG1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TANC1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SIGLEC9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DDX5"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AGO4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C16orf54"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SENP6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PNRC1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HERC4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NCOA7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EPOP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ERBIN"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FLG"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MSL2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ABI1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MED1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC30A9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DDX21"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RLF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SNX18"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""G3BP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DNAJB12"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ACSL3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SRSF6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ACTR3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UBR4"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CEP63"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPS3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PARD3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BNIP2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SP110"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RMND5A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KCTD11"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DENND2C"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCDC6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EZH1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""STAU1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF4E"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAT2A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPAP3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HLA-DOA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CD86"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-43N16.4"", ""TEC:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TM9SF3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HOOK2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NME2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HADHA"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CD37"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TPP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CASS4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC11A1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MOB2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ERV3-1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MUC1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KCNJ15"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ISG20"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""S100PBP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FRMD4B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FCHO1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FOSB"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF467"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PLIN4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MOB3A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSMA7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EWSR1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AMICA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARGLU1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ABHD5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCDC88B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TAP1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZEB2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NCOA4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RIC8A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCND3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AGPAT1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C7orf43"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAML1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""B3GNT2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SSU72"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HSP90AA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""STXBP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPS16"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PDLIM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ATP6V0E1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KRTDAP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C16orf72"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TECPR2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CPTP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPSM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BLOC1S1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RASAL1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""JUND"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DUSP3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""N4BP2L2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZCRB1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LMO4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAP1B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CDA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VASP"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""COPS7A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CUL3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARHGAP4"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RGS19"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FGD4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MSL1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PDE7A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-465N4.4"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KRAS"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PHF20L1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TOMM7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CAMTA2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EPB41"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RNF44"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RGL4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARHGAP25"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RNASET2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPBP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""S100A8"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SAT1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AC074289.1"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HIST2H2AA4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-54O7.17"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZFP36"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""JUNB"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TNFRSF10C"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARAP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SEPT9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAPK8IP3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LILRA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF276"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CYP4F3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZYX"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DUSP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PRH2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DPEP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PTPN1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PFDN5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAD23B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""POMP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NFE2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IMPDH1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CASP8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAB24"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZC3H12A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VPS28"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SERPINB6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""METTL9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CALU"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBM4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HOPX"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NIPAL2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPX1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSMA6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PHF1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FUS"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CORO1C"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CTSH"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KRT7"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RNF187"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EXOC3"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""STX3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NECTIN4"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RNF130"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP13-122B23.13"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MPRIP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPRC5A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PRKAG1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CSF2RA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SGSM3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TPM4"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAB2A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PPTC7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MGAT1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARPC5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CYP27A1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""APOBR"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GNB2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AMPD2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PYCARD"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SP100"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HNRNPF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NINJ1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARRB2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ALYREF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EPC1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LILRB3"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AP1G2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBBP6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DAPK3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSKH1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PM20D2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ATP6V1F"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GOSR2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""JMJD1C"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCT7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CLTC"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CAB39"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
